STA_SEQ,WaterbodyName,Description,ylat,xlong,munName,subBasin,adbSegID,stationsCommentTxt,lastUpdateDate
14265,Ketch Brook,at East Road,41.8788,-72.5202,EAST WINDSOR,4207,NOSEG,Initial Site Number=KT2 or alias of =//site comments:site located on topo map appears to be in wetland area immediately upstream of East Road,3/12/2010
14266,Pecks Brook,at East Road,41.8843,-72.5204,EAST WINDSOR,4207,NOSEG,Initial Site Number=KT3 or alias of =//site comments:site located on topo map appears to be in wetland area immediately upstream of East Road,3/12/2010
14267,Ketch Brook,downstream RR bridge,41.8862,-72.5523,EAST WINDSOR,4207,NOSEG,Initial Site Number=KT5 or alias of =//site comments:site located on topo map appears to be just DS of RR tracks,3/12/2010
14268,Ketch Brook,upstream RR crossing and upstream of Landfill Seep,41.8862,-72.5479,EAST WINDSOR,4207,NOSEG,Initial Site Number=KT6 or alias of =//site comments:,3/12/2010
14269,Ketch Brook,upstream RR crossing and downstream of Landfill Seep,41.8859,-72.549,EAST WINDSOR,4207,NOSEG,Initial Site Number=KT7 or alias of =//site comments:,3/12/2010
14270,Ketch Brook,downstream Rye Street,41.8797,-72.5744,EAST WINDSOR,4207,NOSEG,Initial Site Number=KT8 or alias of =//site comments:,3/12/2010
14271,"West Hartford Reservoir No 3, Unnamed outflow from (Kilkenney Brook)",downstream dirt road Reservoir 3,41.7557,-72.7888,WEST HARTFORD,4403,NOSEG,Initial Site Number=130 or alias of =//site comments:,11/10/2015
14272,Leadmine Brook,Leadmine Road,41.702,-73.0575,THOMASTON,6908,CT6908-00_01,Initial Site Number=NR12 or alias of =B12//site comments:,3/12/2010
14273,Limekiln Brook,upstream side of Route 6 Crossing,41.4096,-73.4142,DANBURY,6606,CT6606-00_01,"Initial Site Number=LK-1 or alias of =LK-66M,13241//site comments:Site is at the Route 6 Crossing and about 1/4 mile upstream from the confluence with the Still River.  This site should be sampled for an accurate representation of Limekiln mixed with Danbury WPCF.  ; Site is accessed via Walmart/Goodyear parking area.",11/17/2021
14274,"Limekiln Brook, tributary to",behind shopping plaza at pump station,41.4066,-73.4126,DANBURY,6606,NOSEG,Initial Site Number=233 or alias of =13242//site comments:NQ sample due to lack of habitat.  This is primarily effluent from the danbury WPCF.  It was originally sampled in fall of 2000 as Limekiln Brook.  ; MB walked the channel from Route 6 and determined the primary source of flow was the WPCF outfall.,11/17/2021
14275,Little River,upstream Peake Brook Road,41.928,-71.9331,WOODSTOCK,3708,CT3708-00_01,Initial Site Number=131/17042 or alias of =//site comments:evaluate industrial discharge national chromium effluent,10/5/2021
14276,Little River,downstream 150 meters Peake Brook Road,41.928,-71.9315,WOODSTOCK,3708,CT3708-00_01,Initial Site Number=132 or alias of =//site comments:evaluate industrial discharge national chromium effluent.  Access station by old road bed on west bank of river.,10/5/2021
14277,Little River,upstream Potash Hill Road,41.6393,-72.0582,SPRAGUE,3805,CT3805-00_03,Initial Site Number=133 or alias of =//site comments:evaluate impact from paper mill. Upstream control station.  Reconstructing bridge in summer 2005.,10/5/2021
14278,Little River,upstream Bushell Hollow Road Route 138,41.6158,-72.0416,SPRAGUE,3805,CT3805-00_02,Initial Site Number=134 or alias of =//site comments:evaluate impact from paper mill.  Large quantity of leachate entering along stream bank and hyporheic zone along paper company landfill.,10/5/2021
14279,Little River,adjacent Wire company near mouth,41.3965,-73.0767,SEYMOUR,6920,CT6920-00_01,Initial Site Number=157 or alias of =5-010//site comments:NQ sample due to large boulder and ledge habitat,10/5/2021
14280,Little River,downstream Route 67,41.4058,-73.0926,OXFORD,6920,CT6920-00_02,Initial Site Number=158 or alias of =//site comments:,10/5/2021
14281,Lyman Brook,upstream confluence with Blackledge River,41.6077,-72.4263,MARLBOROUGH,4707,CT4707-12_01,Initial Site Number=135 or alias of =//site comments:,10/5/2021
14282,Mad River,at South Main Street,41.5448,-73.0373,WATERBURY,6914,CT6914-00_01,Initial Site Number=65A or alias of =//site comments:,3/12/2010
14283,Mad River,between Mouth and Old Route 8 crossing,41.9199,-73.0597,WINCHESTER,4302,CT4302-00_01,"Initial Site Number=136 or alias of =12204, CT 11-99,//site comments:behind CVS (fromer Burger King).",10/5/2021
14284,Mad River,near mouth (Washington St.),41.5439,-73.0384,WATERBURY,6914,CT6914-00_01,"Initial Site Number=65 or alias of =11216,NR25, MR1, M5, MR-69//site comments:behind roller magic",10/5/2021
14285,Mad River,upstream Frost Street,41.5603,-73.0029,WATERBURY,6914,CT6914-00_03a,"Initial Site Number=NR25A or alias of =S-11A,8//site comments:Site added as part of a 1-day benthic RBP I protocol assessment",3/12/2010
14286,Mattabesset River,upstream Route 71A,41.6201,-72.7937,BERLIN,4600,CT4600-00_06,Initial Site Number=137 or alias of =MaR040//site comments:,10/5/2021
14287,Mattabesset River,upstream Route 372,41.6088,-72.7144,CROMWELL,4600,CT4600-00_02,Initial Site Number=138 or alias of =//site comments:,10/5/2021
14288,Mattabesset River,downstream Berlin Street,41.6189,-72.7127,CROMWELL,4600,CT4600-00_02,"Initial Site Number=60 or alias of =MaRO20,11227//site comments:",10/5/2021
14289,Menunketesuck River,upstream Kelseytown Road,41.3296,-72.5242,CLINTON,5103,CT5103-00_02,Initial Site Number=176 or alias of =//site comments:,3/12/2010
14290,Menunketesuck River,at Route 80,41.3565,-72.5405,KILLINGWORTH,5103,CT5103-00_03,Initial Site Number=191 or alias of =//site comments:,10/5/2021
14291,Mianus River,June Road,41.1043,-73.5865,STAMFORD,7407,CT7407-00_02,Initial Site Number=MR1 or alias of =//site comments:,3/12/2010
14292,Mianus River,Old Mill Road,41.0934,-73.5857,STAMFORD,7407,CT7407-00_02,Initial Site Number=MR2 or alias of =//site comments:,3/12/2010
14293,Mianus River,upstream Merribrook Lane,41.0806,-73.5812,STAMFORD,7407,CT7407-00_02,Initial Site Number=MR3 or alias of =//site comments:downstream end of the TMA,10/5/2021
14294,Mill Brook,downstream Route 12 bridge,41.6643,-71.9198,PLAINFIELD,3713,CT3713-00_02,Initial Site Number=ML1 or alias of =//site comments:Evaluate contaminated soil clean-up 1980's,10/5/2021
14295,Mill Brook,downtstream 200 ft RR Bridge,41.6669,-71.9247,PLAINFIELD,3713,CT3713-00_01,Initial Site Number=ML2 or alias of =//site comments:Evaluate contaminated soil clean-up 1980's,3/12/2010
14296,Mill Brook,at RR tracks,41.667,-71.9227,PLAINFIELD,3713,CT3713-00_01,Initial Site Number=ML3 or alias of =//site comments:Evaluate contaminated soil clean-up 1980's,3/12/2010
14297,Mill Brook,upstream 200 feet Fry Brook confluence,41.6671,-71.9262,PLAINFIELD,3713,CT3713-00_01,Initial Site Number=ML4 or alias of =//site comments:Evaluate contaminated soil clean-up 1980's,3/12/2010
14298,Mill River,upstream Lake Mohegan,41.208,-73.257,FAIRFIELD,7108,CT7108-00_02a,"Initial Site Number=184 or alias of =m2, 512.01,511.01//site comments:access to station via town open space road, also monitored by town of fairfield as part of tmdl, SEARCH was fairfield HS and fairfield prep",10/5/2021
14299,Mill River,upstream Mill Plain Road (Burr Street),41.1738,-73.2684,FAIRFIELD,7108,CT7108-00_01,Initial Site Number=184A or alias of =//site comments:Quarterly phys/chem only at this station.  Station added per Ernie Pizzuto to have an additional sample point below samp motar reservoir.,3/12/2010
14300,Mill River,upstream Tuttle Road,41.4307,-72.904,HAMDEN,5302,CT5302-00_02,Initial Site Number=61 or alias of =//site comments:,3/12/2010
14301,Mill River,downstream Dixwell Avenue,41.3828,-72.8967,HAMDEN,5302,CT5302-00_02,Initial Site Number=62 or alias of =//site comments:,3/12/2010
14302,Milli-Q,"177, at Toxicity Lab Water",41.802014,-72.661188,HARTFORD,4000,10_Clinton_Street,Initial Site Number=177 or alias of =//site comments:,3/7/2019
14303,Muddy Brook,downstream Route 168 (Main Street),41.9838,-72.6582,SUFFIELD,4101,CT4101-00_01,Initial Site Number=196 or alias of =12028//site comments:,3/12/2010
14304,Muddy Brook,downstream Route 169 Bridge,42.0135,-72.0042,WOODSTOCK,3708,CT3708-01_03,Initial Site Number=MB1 or alias of =//site comments:farm runoff evaluation; Park after the bridge crossing on the stream,11/17/2021
14305,Muddy Brook,between confluence w/trib (MB2) and dirt road crossing,42.0147,-72.0017,WOODSTOCK,3708,CT3708-01_02,Initial Site Number=MB3 or alias of =12007//site comments:farm runoff evaluation.  Access to station by dirt road immediately south of muddy bk crossing with Route 169.,10/5/2021
14306,Muddy Brook,upstream Green Road,42.0118,-71.9934,WOODSTOCK,3708,CT3708-01_02,Initial Site Number=MB5 or alias of =//site comments:farm runoff evaluation; Park after the bridge crossing on the East side of the stream,11/17/2021
14307,Moss Brook,10 meters upstream confluence with Muddy Brook,42.0153,-72.0024,WOODSTOCK,3708,NOSEG,Initial Site Number=MB2 or alias of =//site comments:farm runoff evaluation (formerly named tributary to muddy brook),3/12/2010
14308,Muddy River,adjacent Velvet Road,41.3685,-72.8417,NORTH HAVEN,5208,CT5208-00_02a,Initial Site Number=139 or alias of =//site comments:,10/5/2021
14309,Muddy River,downstream Liney Hill Road,41.458,-72.7685,WALLINGFORD,5208,CT5208-00_03,Initial Site Number=169 or alias of =//site comments:,3/12/2010
14310,Muddy River,upstream Patten Road at Hansen Park,41.3802,-72.8271,NORTH HAVEN,5208,CT5208-00_02a,Initial Site Number=170 or alias of =//site comments:,3/12/2010
14311,Mudge Pond Brook,upstream Route 361 (4),41.8908,-73.4804,SHARON,6301,CT6301-00_02,Initial Site Number=164 or alias of =11261//site comments:,3/12/2010
14312,Mudge Pond Brook,downstream Kings Hill Road,41.8835,-73.4911,SHARON,6301,CT6301-00_01,"Initial Site Number=165 or alias of =MP-63,11260//site comments:NQ sample due to lack of habitat (Beaver activity)",3/12/2010
14313,Natchaug River,upstream confluence with Shetucket River,41.7155,-72.1941,WINDHAM,3200,CT3200-00_01,Initial Site Number=149 or alias of =//site comments:,3/12/2010
14314,Natchaug River,downstream North Bear Hill Road,41.8008,-72.1182,CHAPLIN,3200,CT3200-00_02,Initial Site Number=20 or alias of =23-001//site comments:reference station,12/27/2021
14315,Naugatuck River,at Division Street,41.331,-73.0793,ANSONIA,6900,CT6900-00_01,Initial Site Number=01208736 or alias of =//site comments:USGS Sampling location for BOD's Waterbury WPCF upgrade project,3/12/2010
14316,Naugatuck River,Frost Bridge - upstream Frost Bridge Echo Lake Rd and Route 262,41.6159,-73.0579,WATERTOWN,6900,CT6900-00_05,"Initial Site Number=14, CT 29-03 or alias of =CT 29-03, NR17, NR5, NR14,01208049//site comments:also used for usgs bod sampling and epa probablistic monitoring",10/5/2021
14317,Naugatuck River,behind Fire Station,41.4435,-73.0642,BEACON FALLS,6900,CT6900-00_02,"Initial Site Number=15 or alias of =NR31, N10,13253//site comments:Access at fishing access behind Beacon Falls VFD",12/27/2021
14318,Naugatuck River,off Pershing Drive,41.3387,-73.0806,ANSONIA,6900,CT6900-00_01,Initial Site Number=16 or alias of =NR35//site comments:access to site via RR right of way.  Enter through parking lot off of Pershing Drive.,3/12/2010
14319,Naugatuck River,upstream falls at Campville Road,41.7361,-73.1054,HARWINTON,6900,CT6900-00_06,"Initial Site Number=NR10a or alias of =13258//site comments:site is above the fall line, most chem fish community sampled here macros added 5/14/04",10/5/2021
14320,Naugatuck River,at Leadmine Road,41.7026,-73.0639,THOMASTON,6900,CT6900-00_06,"Initial Site Number=NR11 or alias of =B11, N4A//site comments:",3/12/2010
14321,Naugatuck River,downstream Reynolds Bridge at first dirt pull off,41.6497,-73.0774,THOMASTON,6900,CT6900-00_06,Initial Site Number=NR14b or alias of =//site comments:site is between Thomaston WPCF and Renolds Bridge Crossing just upstream of gas pipeline,3/12/2010
14322,Naugatuck River,between RR crossing and Dredge Hole impoundment,41.631,-73.0772,THOMASTON,6900,CT6900-00_05,Initial Site Number=NR16 or alias of =//site comments:access to station by DOT right of way on East bank,3/12/2010
14323,Naugatuck River,Adjacent to 300 Chase River Road,41.5894,-73.0574,WATERBURY,6900,CT6900-00_04,Initial Site Number=NR18 or alias of =//site comments:Access to station where retaining wall ends.,3/12/2010
14324,Naugatuck River,at West Main Street,41.5571,-73.0544,WATERBURY,6900,CT6900-00_03,Initial Site Number=NR22 or alias of =N6//site comments:,3/12/2010
14325,Naugatuck River,downstream Freight Street,41.5529,-73.0522,WATERBURY,6900,CT6900-00_03,Initial Site Number=NR22A or alias of =//site comments:,3/12/2010
14326,Naugatuck River,downstream Bank Street,41.5471,-73.0434,WATERBURY,6900,CT6900-00_03,Initial Site Number=NR22B or alias of =//site comments:,3/12/2010
14327,Naugatuck River,downstream Washington Street,41.5437,-73.04,WATERBURY,6900,CT6900-00_03,Initial Site Number=NR24 or alias of =//site comments:,3/12/2010
14328,Naugatuck River,downstream Eagle Street,41.5356,-73.0368,WATERBURY,6900,CT6900-00_03,Initial Site Number=NR26 or alias of =//site comments:,3/12/2010
14329,Naugatuck River,upstream South Leonard Street,41.5304,-73.0402,WATERBURY,6900,CT6900-00_03,"Initial Site Number=NR26A or alias of =1, NR1,13257,12250//site comments:",10/5/2021
14330,Naugatuck River,at Bristol Street,41.5182,-73.0536,WATERBURY,6900,CT6900-00_02,"Initial Site Number=NR26b or alias of =2, NR2//site comments:Access to station from west bank.  Sewer line on bank overflows occasionally.",3/12/2010
14331,Naugatuck River,upstream Route 68,41.5051,-73.0469,NAUGATUCK,6900,CT6900-00_02,Initial Site Number=NR27 or alias of =//site comments:,3/12/2010
14332,Naugatuck River,adjacent North end of Linden Park,41.5002,-73.0503,NAUGATUCK,6900,CT6900-00_02,"Initial Site Number=NR27A or alias of =13254,12249//site comments:Access to station at the end of dirt road in park.  Get key for gate from Guy Hoffman.",12/27/2021
14333,Naugatuck River,at footbridge,41.5017,-73.0483,NAUGATUCK,6900,CT6900-00_02,"Initial Site Number=NR3 or alias of =3,//site comments:Fulling Mill Brook enters on East bank 200 meters  upstream of site; Access to footbridge by Polish Amerian Club.  Steep banks on both sides of stream.  Access to water 100 m upstream of footbridge. ",11/17/2021
14334,Naugatuck River,at Route 63,41.4834,-73.0523,NAUGATUCK,6900,CT6900-00_02,Initial Site Number=NR30 or alias of =N9//site comments:,3/12/2010
14335,Naugatuck River,300 m upstream Maple Street,41.4899,-73.0527,NAUGATUCK,6900,CT6900-00_02,"Initial Site Number=NR4 or alias of =4,NR30A//site comments:Access to station by walking under route 8 until retaining wall is accessible. Station is part of waterbury wpcf upgrade project.",3/12/2010
14336,Naugatuck River,upstream Beacon Valley Brook Confluence (Cross Street),41.4683,-73.053,NAUGATUCK,6900,CT6900-00_02,"Initial Site Number=NR5 or alias of =5,NR30B//site comments:  May not be fully mixed w/Naugatuck WPCF effulent 300 meters upstream on W. Bank; Access to station is by parking on the shoulder of the Cross St. on ramp and climbing over the concrete barrier. Walk out to central boulder upstream of beacon valley brook.",11/17/2021
14337,Naugatuck River,at Depot Street,41.4427,-73.0626,BEACON FALLS,6900,CT6900-00_02,"Initial Site Number=NR6 or alias of =6,NR31B,01208500//site comments:station was part of the Waterbury WPCF upgrade project",3/12/2010
14338,Naugatuck River,downstream Broad Street,41.3921,-73.0748,SEYMOUR,6900,CT6900-00_01,Initial Site Number=NR33A or alias of =NR11//site comments:,3/12/2010
14339,Naugatuck River,at Route 34,41.3189,-73.0818,DERBY,6900,CT6900-00_01,Initial Site Number=NR34 or alias of =//site comments:two sampling locations one on east bank one on west bank,11/12/2015
14340,Naugatuck River,at East Albert Street,41.7959,-73.1174,TORRINGTON,6900,CT6900-00_08,"Initial Site Number=NR5 or alias of =NR5,B6,N2//site comments:",3/12/2010
14341,Naugatuck River,at Palmer Bridge Street,41.7891,-73.1145,TORRINGTON,6900,CT6900-00_08,Initial Site Number=NR7 or alias of =11232//site comments:,10/5/2021
14342,Naugatuck River,upstream POTW discharge,41.7811,-73.1173,TORRINGTON,6900,CT6900-00_08,Initial Site Number=NR7-1 or alias of =//site comments:,3/12/2010
14343,Naugatuck River,adjacent POTW discharge,41.7807,-73.1175,TORRINGTON,6900,CT6900-00_07,Initial Site Number=NR7-4A or alias of =//site comments:,3/12/2010
14344,Naugatuck River,downstream East POTW discharge,41.7806,-73.1175,TORRINGTON,6900,CT6900-00_07,Initial Site Number=NR7-4E or alias of =//site comments:,3/12/2010
14345,Naugatuck River,downstream West POTW discharge,41.7805,-73.1176,TORRINGTON,6900,CT6900-00_07,Initial Site Number=NR7-4W or alias of =//site comments:,3/12/2010
14346,Naugatuck River,downstream POTW outfall at next riffle,41.7798,-73.1177,TORRINGTON,6900,CT6900-00_07,Initial Site Number=NR7-5 or alias of =//site comments:next riffle below the POTW outfall,3/12/2010
14347,Naugatuck River,downstream Upper Bogue Road,41.7769,-73.1181,TORRINGTON,6900,CT6900-00_07,Initial Site Number=NR8 or alias of =B8//site comments:,3/12/2010
